5.400000000000000000e+01,2.710000000000000000e+02
5.400000000000000000e+01,3.060000000000000000e+02
5.900000000000000000e+01,3.500000000000000000e+02
6.400000000000000000e+01,3.800000000000000000e+02
7.300000000000000000e+01,4.050000000000000000e+02
8.100000000000000000e+01,4.310000000000000000e+02
1.020000000000000000e+02,4.540000000000000000e+02
1.390000000000000000e+02,4.770000000000000000e+02
1.980000000000000000e+02,4.880000000000000000e+02
2.610000000000000000e+02,4.720000000000000000e+02
2.940000000000000000e+02,4.420000000000000000e+02
3.090000000000000000e+02,4.100000000000000000e+02
3.200000000000000000e+02,3.880000000000000000e+02
3.310000000000000000e+02,3.640000000000000000e+02
3.320000000000000000e+02,3.350000000000000000e+02
3.320000000000000000e+02,3.010000000000000000e+02
3.290000000000000000e+02,2.550000000000000000e+02
7.800000000000000000e+01,2.510000000000000000e+02
9.500000000000000000e+01,2.230000000000000000e+02
1.230000000000000000e+02,2.160000000000000000e+02
1.550000000000000000e+02,2.190000000000000000e+02
1.720000000000000000e+02,2.270000000000000000e+02
2.240000000000000000e+02,2.270000000000000000e+02
2.480000000000000000e+02,2.150000000000000000e+02
2.720000000000000000e+02,2.120000000000000000e+02
2.930000000000000000e+02,2.180000000000000000e+02
3.040000000000000000e+02,2.290000000000000000e+02
2.010000000000000000e+02,2.520000000000000000e+02
2.010000000000000000e+02,2.680000000000000000e+02
2.040000000000000000e+02,2.870000000000000000e+02
2.030000000000000000e+02,3.110000000000000000e+02
1.670000000000000000e+02,3.290000000000000000e+02
1.840000000000000000e+02,3.360000000000000000e+02
2.040000000000000000e+02,3.390000000000000000e+02
2.230000000000000000e+02,3.340000000000000000e+02
2.400000000000000000e+02,3.260000000000000000e+02
1.030000000000000000e+02,2.600000000000000000e+02
1.260000000000000000e+02,2.480000000000000000e+02
1.440000000000000000e+02,2.480000000000000000e+02
1.600000000000000000e+02,2.590000000000000000e+02
1.430000000000000000e+02,2.670000000000000000e+02
1.200000000000000000e+02,2.640000000000000000e+02
2.300000000000000000e+02,2.580000000000000000e+02
2.520000000000000000e+02,2.490000000000000000e+02
2.740000000000000000e+02,2.490000000000000000e+02
2.870000000000000000e+02,2.590000000000000000e+02
2.740000000000000000e+02,2.660000000000000000e+02
2.560000000000000000e+02,2.660000000000000000e+02
1.540000000000000000e+02,3.990000000000000000e+02
1.740000000000000000e+02,3.880000000000000000e+02
1.900000000000000000e+02,3.790000000000000000e+02
2.040000000000000000e+02,3.830000000000000000e+02
2.210000000000000000e+02,3.780000000000000000e+02
2.340000000000000000e+02,3.830000000000000000e+02
2.530000000000000000e+02,3.940000000000000000e+02
2.340000000000000000e+02,4.000000000000000000e+02
2.210000000000000000e+02,3.990000000000000000e+02
2.050000000000000000e+02,3.990000000000000000e+02
1.870000000000000000e+02,3.990000000000000000e+02
1.700000000000000000e+02,4.000000000000000000e+02
1.740000000000000000e+02,3.910000000000000000e+02
1.890000000000000000e+02,3.890000000000000000e+02
2.040000000000000000e+02,3.860000000000000000e+02
2.230000000000000000e+02,3.880000000000000000e+02
2.370000000000000000e+02,3.880000000000000000e+02
