1.670000000000000000e+02,2.210000000000000000e+02
1.920000000000000000e+02,4.750000000000000000e+02
2.230000000000000000e+02,3.260000000000000000e+02
2.560000000000000000e+02,2.120000000000000000e+02
1.830000000000000000e+02,3.350000000000000000e+02
2.310000000000000000e+02,3.840000000000000000e+02
2.680000000000000000e+02,2.440000000000000000e+02
7.800000000000000000e+01,4.190000000000000000e+02
2.020000000000000000e+02,3.170000000000000000e+02
1.300000000000000000e+02,2.450000000000000000e+02
4.800000000000000000e+01,2.990000000000000000e+02
2.020000000000000000e+02,3.410000000000000000e+02
2.760000000000000000e+02,4.460000000000000000e+02
1.700000000000000000e+02,2.300000000000000000e+02
1.250000000000000000e+02,2.690000000000000000e+02
1.420000000000000000e+02,2.660000000000000000e+02
1.830000000000000000e+02,3.900000000000000000e+02
2.530000000000000000e+02,4.620000000000000000e+02
1.820000000000000000e+02,4.050000000000000000e+02
2.320000000000000000e+02,2.240000000000000000e+02
2.130000000000000000e+02,3.820000000000000000e+02
2.830000000000000000e+02,2.150000000000000000e+02
1.750000000000000000e+02,3.350000000000000000e+02
2.600000000000000000e+02,3.940000000000000000e+02
1.700000000000000000e+02,2.670000000000000000e+02
1.670000000000000000e+02,4.010000000000000000e+02
3.130000000000000000e+02,2.390000000000000000e+02
2.010000000000000000e+02,2.900000000000000000e+02
6.300000000000000000e+01,3.720000000000000000e+02
1.050000000000000000e+02,2.210000000000000000e+02
2.430000000000000000e+02,3.870000000000000000e+02
1.520000000000000000e+02,4.720000000000000000e+02
1.010000000000000000e+02,2.640000000000000000e+02
3.000000000000000000e+02,4.290000000000000000e+02
1.230000000000000000e+02,4.600000000000000000e+02
2.180000000000000000e+02,2.260000000000000000e+02
5.800000000000000000e+01,3.450000000000000000e+02
2.320000000000000000e+02,2.590000000000000000e+02
2.000000000000000000e+02,2.760000000000000000e+02
2.960000000000000000e+02,2.610000000000000000e+02
3.260000000000000000e+02,2.840000000000000000e+02
1.560000000000000000e+02,3.950000000000000000e+02
2.450000000000000000e+02,4.020000000000000000e+02
3.280000000000000000e+02,2.550000000000000000e+02
2.730000000000000000e+02,2.670000000000000000e+02
2.080000000000000000e+02,4.010000000000000000e+02
2.170000000000000000e+02,3.340000000000000000e+02
3.310000000000000000e+02,3.290000000000000000e+02
8.300000000000000000e+01,2.420000000000000000e+02
1.470000000000000000e+02,3.990000000000000000e+02
9.800000000000000000e+01,4.500000000000000000e+02
2.020000000000000000e+02,3.850000000000000000e+02
2.300000000000000000e+02,3.970000000000000000e+02
1.310000000000000000e+02,2.160000000000000000e+02
5.600000000000000000e+01,2.800000000000000000e+02
1.460000000000000000e+02,2.450000000000000000e+02
1.660000000000000000e+02,3.850000000000000000e+02
3.280000000000000000e+02,3.700000000000000000e+02
2.470000000000000000e+02,3.910000000000000000e+02
2.020000000000000000e+02,3.920000000000000000e+02
2.050000000000000000e+02,2.600000000000000000e+02
3.260000000000000000e+02,3.950000000000000000e+02
2.500000000000000000e+02,2.440000000000000000e+02
2.520000000000000000e+02,2.670000000000000000e+02
1.730000000000000000e+02,3.820000000000000000e+02
