1.380000000000000000e+02,2.210000000000000000e+02
1.950000000000000000e+02,4.810000000000000000e+02
2.220000000000000000e+02,3.300000000000000000e+02
2.670000000000000000e+02,2.150000000000000000e+02
1.930000000000000000e+02,3.510000000000000000e+02
2.420000000000000000e+02,3.860000000000000000e+02
2.710000000000000000e+02,2.430000000000000000e+02
7.300000000000000000e+01,3.990000000000000000e+02
2.040000000000000000e+02,3.190000000000000000e+02
1.200000000000000000e+02,2.440000000000000000e+02
5.300000000000000000e+01,3.070000000000000000e+02
2.060000000000000000e+02,3.420000000000000000e+02
2.770000000000000000e+02,4.520000000000000000e+02
1.740000000000000000e+02,2.320000000000000000e+02
1.210000000000000000e+02,2.670000000000000000e+02
1.410000000000000000e+02,2.670000000000000000e+02
1.850000000000000000e+02,3.940000000000000000e+02
2.490000000000000000e+02,4.800000000000000000e+02
1.790000000000000000e+02,4.110000000000000000e+02
2.390000000000000000e+02,2.230000000000000000e+02
2.160000000000000000e+02,3.790000000000000000e+02
2.860000000000000000e+02,2.180000000000000000e+02
1.760000000000000000e+02,3.410000000000000000e+02
2.630000000000000000e+02,3.950000000000000000e+02
1.700000000000000000e+02,2.600000000000000000e+02
1.650000000000000000e+02,4.080000000000000000e+02
3.130000000000000000e+02,2.440000000000000000e+02
2.020000000000000000e+02,2.960000000000000000e+02
6.600000000000000000e+01,3.720000000000000000e+02
9.700000000000000000e+01,2.280000000000000000e+02
2.410000000000000000e+02,3.840000000000000000e+02
1.300000000000000000e+02,4.560000000000000000e+02
9.600000000000000000e+01,2.640000000000000000e+02
2.980000000000000000e+02,4.300000000000000000e+02
1.400000000000000000e+02,4.600000000000000000e+02
2.250000000000000000e+02,2.290000000000000000e+02
5.900000000000000000e+01,3.430000000000000000e+02
2.310000000000000000e+02,2.590000000000000000e+02
2.020000000000000000e+02,2.810000000000000000e+02
2.920000000000000000e+02,2.580000000000000000e+02
3.320000000000000000e+02,2.910000000000000000e+02
1.750000000000000000e+02,3.950000000000000000e+02
2.450000000000000000e+02,4.060000000000000000e+02
3.220000000000000000e+02,2.540000000000000000e+02
2.800000000000000000e+02,2.680000000000000000e+02
2.080000000000000000e+02,4.040000000000000000e+02
2.100000000000000000e+02,3.420000000000000000e+02
3.310000000000000000e+02,3.190000000000000000e+02
7.500000000000000000e+01,2.510000000000000000e+02
1.500000000000000000e+02,4.010000000000000000e+02
9.100000000000000000e+01,4.230000000000000000e+02
2.070000000000000000e+02,3.800000000000000000e+02
2.250000000000000000e+02,4.030000000000000000e+02
1.200000000000000000e+02,2.190000000000000000e+02
5.600000000000000000e+01,2.730000000000000000e+02
1.410000000000000000e+02,2.450000000000000000e+02
1.730000000000000000e+02,3.850000000000000000e+02
3.280000000000000000e+02,3.760000000000000000e+02
2.270000000000000000e+02,3.910000000000000000e+02
2.060000000000000000e+02,3.920000000000000000e+02
2.010000000000000000e+02,2.610000000000000000e+02
3.230000000000000000e+02,4.090000000000000000e+02
2.520000000000000000e+02,2.450000000000000000e+02
2.530000000000000000e+02,2.680000000000000000e+02
1.790000000000000000e+02,3.830000000000000000e+02
